Reason Code,Reason Description,Asset Impact,Traffic,Due Date,Priority
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,High,Medium,-4,Critical
TOHE,OHE component showing early degradation signs; can be addressed in the coming days.,Medium,High,5,Urgent
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,High,Medium,-1,Critical
SREP,Point machine failure at a critical junction affecting train safety; immediate repair required.,High,Low,0,Critical
SREP,Standard signalling equipment check completed under regular maintenance.,Low,Medium,10,Normal
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,High,-4,Critical
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,Low,0,Critical
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,High,Low,-5,Critical
OTHR,General infrastructure fault reported requiring urgent attention to avoid disruption.,High,High,2,Critical
ETMR,Routine track patrol maintenance as per periodic schedule.,Low,Low,5,Normal
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Low,Medium,12,Normal
STEL,Minor telecom connectivity issue observed during inspection; can be resolved within the week.,Medium,High,2,Urgent
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,High,-2,Critical
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,Medium,High,-4,Critical
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,Low,-5,Urgent
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,High,High,-3,Critical
SSIG,Routine signal maintenance as per periodic inspection calendar.,Medium,Medium,8,Moderate
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Medium,Medium,6,Moderate
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,Medium,Low,-5,Urgent
TREP,Critical electrical panel failure at the substation risking traction power outage; immediate repair needed.,Medium,Low,0,Urgent
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,5,Normal
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",High,High,-3,Critical
EOMT,Standard material train scheduling update for periodic track renewal work.,Low,Low,5,Normal
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Medium,Low,7,Moderate
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,High,Low,-2,Critical
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Medium,Medium,5,Moderate
OTHR,Unclassified infrastructure fault poses an immediate safety concern; urgent action required.,Medium,Medium,-4,Critical
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,Medium,Medium,-2,Critical
SSIG,Standard signal equipment check completed with no issues found.,Low,High,8,Moderate
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,High,-1,Critical
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,High,Low,-2,Critical
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Low,7,Normal
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,Medium,3,Moderate
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,Medium,Medium,-1,Critical
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Medium,Low,5,Moderate
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,Low,0,Critical
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,Medium,Medium,-5,Critical
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,Medium,0,Critical
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Medium,Low,4,Moderate
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,Medium,Medium,-3,Critical
TOHE,OHE component showing significant wear affecting current collection; urgent maintenance recommended.,High,Low,1,Urgent
SSIG,Intermittent signal aspect faults reported; urgent maintenance needed to prevent failure.,Medium,Medium,1,Urgent
TPWR,Traction power parameters slightly outside normal range; can be corrected within the week.,Low,Medium,3,Moderate
EOMT,Material train unloading slightly behind schedule; can be resolved in the coming days.,Low,Low,6,Moderate
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,13,Normal
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Low,High,5,Urgent
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,High,Medium,-2,Critical
TOHE,OHE component showing early degradation signs; can be addressed in the coming days.,Low,High,0,Urgent
SSIG,Routine signal maintenance as per periodic inspection calendar.,Low,Medium,14,Normal
STEL,Telecom system failure has cut off communication with the field; immediate restoration required.,Medium,Medium,-2,Critical
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Low,13,Normal
TPWR,Sudden traction power failure has halted electric train operations; immediate restoration required.,Medium,Low,0,Urgent
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Medium,High,7,Urgent
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Medium,13,Normal
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Low,Medium,12,Normal
OTHR,Standard general maintenance check completed with no issues found.,Medium,Medium,4,Moderate
SSIG,Signal equipment showing minor irregularities during routine check; can be addressed in the coming days.,Medium,Low,2,Moderate
TOHE,OHE tension irregularity detected on the corridor; needs prompt corrective maintenance.,Medium,Low,1,Urgent
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,High,Low,0,Critical
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,Low,3,Moderate
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Medium,Medium,2,Urgent
TPWR,Scheduled traction power equipment check showing early wear signs; can be addressed in the coming days.,Medium,Medium,0,Urgent
ETMW,Routine preventive check of track machine as per maintenance calendar; no anomalies reported.,Medium,Low,9,Moderate
TREP,Electrical equipment malfunction causing intermittent traction supply issues; urgent repair required.,Medium,Medium,1,Urgent
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Low,9,Normal
OTHR,Urgent miscellaneous fault reported with significant safety implications; immediate action required.,High,High,-5,Critical
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Medium,High,1,Urgent
TPWR,Routine traction power system inspection as per maintenance calendar.,Low,Low,5,Normal
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Medium,High,1,Urgent
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Medium,Medium,5,Urgent
OTHR,Urgent miscellaneous fault reported with significant safety implications; immediate action required.,High,Medium,-3,Critical
SSIG,Signal aspect malfunction posing safety risk to train movement; immediate correction required.,High,High,0,Critical
TPWR,Traction power parameters slightly outside normal range; can be corrected within the week.,Medium,Medium,4,Urgent
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Medium,Medium,8,Moderate
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Low,6,Normal
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Low,Medium,14,Normal
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Medium,Medium,5,Urgent
ETMR,Minor track geometry deviation noted during inspection; can be addressed in the coming days.,Medium,Low,1,Moderate
EOMT,Standard material train scheduling update for periodic track renewal work.,Medium,High,9,Moderate
OTHR,General maintenance check completed under the regular schedule.,Low,Low,10,Normal
STEL,Minor telecom connectivity issue observed during inspection; can be resolved within the week.,Medium,Medium,3,Urgent
